"Study_ID","Citation","Data Source Notes","SAR_TYPE","Island.Type","Study location","Biogeo_realm","Island_area","Species Richness"
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",4.828e+09,148
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",4.3e+08,18
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",3.44e+08,39
"16","Wilson, Edward O. (1988). The Biogeography of the West Indian Ants (Hymenoptera:Formicidae). In Zoogeography of Carribean Insects (pp. 214–230)",NA,"Insular","Continental","West Indian Isands","Neotropic",3.89e+08,63
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",105220,60
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",60640,62
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",38171,62
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",89030,64
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",224390,65
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",84861,65
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",36235,66
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",468690,67
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",280540,67
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",23892,67
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",412270,70
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",263360,70
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",396160,71
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",428470,71
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",139130,72
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",3610000,73
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",3610000,73
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",146380,75
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",74220,76
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",314240,78
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",231230,79
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",664700,79
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",1899000,81
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",213250,84
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",597000,86
"17","Vasconcelos, H. L., Vilhena, J. M. S., Magnusson, W. E., & Albernaz, A. L. K. M. (2006). Long-term effects of forest fragmentation on Amazonian ant communities. Journal of Biogeography, 33(8), 1348–1356. https://doi.org/10.1111/j.1365-2699.2006.01516.x","Data was provided after emailing the lead author of the study using the corresponding author's email","Mainland","Habitat-Patches","Alter do Chao","Neotropic",1899000,87
"19","Morrison, L. W. (1997). Polynesian ant (Hymenoptera: Formicidae) species richness and distribution: A regional survey. Acta Oecologica, 18(6), 685–695. https://doi.org/10.1016/S1146-609X(97)80051-3",NA,"Insular","Oceanic","Polynesian islands","Oceania",3900000,1
"19","Morrison, L. W. (1997). Polynesian ant (Hymenoptera: Formicidae) species richness and distribution: A regional survey. Acta Oecologica, 18(6), 685–695. https://doi.org/10.1016/S1146-609X(97)80051-4",NA,"Insular","Oceanic","Polynesian islands","Oceania",163600000,4
"19","Morrison, L. W. (1997). Polynesian ant (Hymenoptera: Formicidae) species richness and distribution: A regional survey. Acta Oecologica, 18(6), 685–695. https://doi.org/10.1016/S1146-609X(97)80051-5",NA,"Insular","Oceanic","Polynesian islands","Oceania",24100000,6
"19","Morrison, L. W. (1997). Polynesian ant (Hymenoptera: Formicidae) species richness and distribution: A regional survey. Acta Oecologica, 18(6), 685–695. https://doi.org/10.1016/S1146-609X(97)80051-6",NA,"Insular","Oceanic","Polynesian islands","Oceania",2.5e+07,8
"19","Morrison, L. W. (1997). Polynesian ant (Hymenoptera: Formicidae) species richness and distribution: A regional survey. Acta Oecologica, 18(6), 685–695. https://doi.org/10.1016/S1146-609X(97)80051-7",NA,"Insular","Oceanic","Polynesian islands","Oceania",4.1e+07,8
"19","Morrison, L. W. (1997). Polynesian ant (Hymenoptera: Formicidae) species richness and distribution: A regional survey. Acta Oecologica, 18(6), 685–695. https://doi.org/10.1016/S1146-609X(97)80051-8",NA,"Insular","Oceanic","Polynesian islands","Oceania",2600000,9
"19","Morrison, L. W. (1997). Polynesian ant (Hymenoptera: Formicidae) species richness and distribution: A regional survey. Acta Oecologica, 18(6), 685–695. https://doi.org/10.1016/S1146-609X(97)80051-9",NA,"Insular","Oceanic","Polynesian islands","Oceania",26900000,12
"19","Morrison, L. W. (1997). Polynesian ant (Hymenoptera: Formicidae) species richness and distribution: A regional survey. Acta Oecologica, 18(6), 685–695. https://doi.org/10.1016/S1146-609X(97)80051-10",NA,"Insular","Oceanic","Polynesian islands","Oceania",5e+06,12
"19","Morrison, L. W. (1997). Polynesian ant (Hymenoptera: Formicidae) species richness and distribution: A regional survey. Acta Oecologica, 18(6), 685–695. https://doi.org/10.1016/S1146-609X(97)80051-11",NA,"Insular","Oceanic","Polynesian islands","Oceania",15400000,14
"19","Morrison, L. W. (1997). Polynesian ant (Hymenoptera: Formicidae) species richness and distribution: A regional survey. Acta Oecologica, 18(6), 685–695. https://doi.org/10.1016/S1146-609X(97)80051-12",NA,"Insular","Oceanic","Polynesian islands","Oceania",18300000,15
"19","Morrison, L. W. (1997). Polynesian ant (Hymenoptera: Formicidae) species richness and distribution: A regional survey. Acta Oecologica, 18(6), 685–695. https://doi.org/10.1016/S1146-609X(97)80051-13",NA,"Insular","Oceanic","Polynesian islands","Oceania",67390000,18
"19","Morrison, L. W. (1997). Polynesian ant (Hymenoptera: Formicidae) species richness and distribution: A regional survey. Acta Oecologica, 18(6), 685–695. https://doi.org/10.1016/S1146-609X(97)80051-14",NA,"Insular","Oceanic","Polynesian islands","Oceania",8.5e+07,19
"19","Morrison, L. W. (1997). Polynesian ant (Hymenoptera: Formicidae) species richness and distribution: A regional survey. Acta Oecologica, 18(6), 685–695. https://doi.org/10.1016/S1146-609X(97)80051-15",NA,"Insular","Oceanic","Polynesian islands","Oceania",3.16e+08,19
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;2",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",16300,1
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;3",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",39700,2
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;4",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",31800,2
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;5",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",341300,3
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;6",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",79400,3
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;7",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",79400,3
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;8",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",67500,3
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;9",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",55600,3
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;10",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",51600,3
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;11",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",39700,3
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;12",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",39700,3
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;13",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",27800,3
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;14",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",23800,3
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;15",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",127000,4
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;16",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",101600,4
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;17",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",87300,4
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;18",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",83300,4
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;19",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",4000,4
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;20",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",722400,5
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;21",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",71400,5
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;22",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",67500,5
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;23",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",55600,5
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;24",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",23800,5
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;25",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",563600,6
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;26",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",146900,6
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;27",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",115100,6
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;28",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",95300,6
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;29",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",93900,6
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;30",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",63500,6
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;31",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",63500,6
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;32",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",639000,8
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;33",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",95300,8
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;34",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",79400,9
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;35",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",309600,11
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;36",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",1016100,13
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;37",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",444500,15
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;38",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",440600,16
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;39",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",781900,17
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;40",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",317500,18
"23","Suarez, A. V., Bolger, D. T., & Case, T. J. (1998). Effects of fragmentation and invasion on native ant communities in coastal southern California. Ecology, 79(6), 2041–2056. https://doi.org/10.1890/0012-9658(1998)079[2041:EOFAIO]2.0.CO;41",NA,"Mainland","Habitat-Patches","San Diego County","Nearctic",1008100,22
"24","Wetterer, J. K., & O’Hara, B. C. (2002). Ants (Hymenoptera: Formicidae) of the Dry Tortugas, the outermost Florida Keys. Florida Entomologist, 85(2), 303–307. https://doi.org/10.1653/0015-4040(2002)085[0303:ahfotd]2.0.co;2",NA,"Insular","Continental","Dry tortugas","Neotropic",8000,4
"24","Wetterer, J. K., & O’Hara, B. C. (2002). Ants (Hymenoptera: Formicidae) of the Dry Tortugas, the outermost Florida Keys. Florida Entomologist, 85(2), 303–307. https://doi.org/10.1653/0015-4040(2002)085[0303:ahfotd]2.0.co;3",NA,"Insular","Continental","Dry tortugas","Neotropic",16000,5
"24","Wetterer, J. K., & O’Hara, B. C. (2002). Ants (Hymenoptera: Formicidae) of the Dry Tortugas, the outermost Florida Keys. Florida Entomologist, 85(2), 303–307. https://doi.org/10.1653/0015-4040(2002)085[0303:ahfotd]2.0.co;4",NA,"Insular","Continental","Dry tortugas","Neotropic",120000,6
"24","Wetterer, J. K., & O’Hara, B. C. (2002). Ants (Hymenoptera: Formicidae) of the Dry Tortugas, the outermost Florida Keys. Florida Entomologist, 85(2), 303–307. https://doi.org/10.1653/0015-4040(2002)085[0303:ahfotd]2.0.co;5",NA,"Insular","Continental","Dry tortugas","Neotropic",260000,8
